transaction_id,transaction_date,department,category,vendor,budget,actual,status,payment_method,variance,variance_percent,anomaly,anomaly_status,month
TXN-1203,2026-05-03,Human Resources,Professional Services,Advisory Partners,1183,3943,Over budget,Wire,-2760,2.3330515638207947,1,Normal,2026-05
TXN-1204,2026-05-08,Human Resources,Utilities,City Power,1331,6515,Over budget,Corporate Card,-5184,3.894815927873779,1,Normal,2026-05
TXN-1205,2026-05-13,Human Resources,Training,SkillPath,2760,109,Within budget,Corporate Card,2651,-0.9605072463768116,1,Normal,2026-05
TXN-1206,2026-06-18,Human Resources,Payroll,PayServe,3024,2125,Within budget,ACH,899,-0.29728835978835977,1,Normal,2026-06
TXN-1207,2026-06-23,Human Resources,Software,CloudSuite,4247,5338,Over budget,ACH,-1091,0.25688721450435603,1,Normal,2026-06
TXN-1208,2026-06-01,Human Resources,Travel,Metro Travel,6064,1665,Within budget,Corporate Card,4399,-0.7254287598944591,1,Normal,2026-06
TXN-1209,2026-06-06,Human Resources,Office Supplies,Office Hub,6299,1687,Within budget,Wire,4612,-0.7321797110652485,1,Normal,2026-06
TXN-1210,2026-06-11,Human Resources,Marketing,MarketWorks,4087,8502,Over budget,Wire,-4415,1.080254465378028,1,Normal,2026-06
TXN-1211,2026-07-16,Human Resources,Professional Services,Advisory Partners,4057,10056,Over budget,Corporate Card,-5999,1.4786788267192508,1,Normal,2026-07
TXN-1212,2026-07-21,Human Resources,Utilities,City Power,2160,5652,Over budget,Corporate Card,-3492,1.6166666666666667,1,Normal,2026-07
TXN-1213,2026-07-26,Human Resources,Training,SkillPath,5839,8530,Over budget,Corporate Card,-2691,0.46086658674430553,1,Normal,2026-07
TXN-1214,2026-07-04,Human Resources,Payroll,PayServe,3147,10068,Over budget,ACH,-6921,2.1992373689227835,1,Normal,2026-07
TXN-1215,2026-07-09,Human Resources,Software,CloudSuite,358,1440,Over budget,ACH,-1082,3.022346368715084,-1,Review,2026-07
TXN-1216,2026-08-14,Human Resources,Travel,Metro Travel,4153,4557,Over budget,Corporate Card,-404,0.09727907536720443,1,Normal,2026-08
TXN-1217,2026-08-19,Human Resources,Office Supplies,Office Hub,4706,3991,Within budget,ACH,715,-0.15193370165745856,1,Normal,2026-08
TXN-1218,2026-08-24,Human Resources,Marketing,MarketWorks,2239,814,Within budget,ACH,1425,-0.6364448414470746,1,Normal,2026-08
TXN-1219,2026-08-02,Human Resources,Professional Services,Advisory Partners,5682,7679,Over budget,ACH,-1997,0.3514607532558958,1,Normal,2026-08
TXN-1220,2026-08-07,Human Resources,Utilities,City Power,5616,4410,Within budget,ACH,1206,-0.21474358974358973,1,Normal,2026-08
TXN-1221,2026-09-12,Human Resources,Training,SkillPath,6968,4771,Within budget,Corporate Card,2197,-0.31529850746268656,1,Normal,2026-09
TXN-1222,2026-09-17,Human Resources,Payroll,PayServe,6431,1532,Within budget,Wire,4899,-0.7617788835328876,1,Normal,2026-09
TXN-1223,2026-09-22,Human Resources,Software,CloudSuite,6476,1839,Within budget,Wire,4637,-0.7160284126003706,1,Normal,2026-09
TXN-1224,2026-09-27,Human Resources,Travel,Metro Travel,3139,9222,Over budget,Corporate Card,-6083,1.9378783051927366,1,Normal,2026-09
TXN-1225,2026-09-05,Human Resources,Office Supplies,Office Hub,7816,454,Within budget,Corporate Card,7362,-0.941914022517912,1,Normal,2026-09
TXN-1226,2026-10-10,Human Resources,Marketing,MarketWorks,5451,2367,Within budget,ACH,3084,-0.565767749036874,1,Normal,2026-10
TXN-1227,2026-10-15,Human Resources,Professional Services,Advisory Partners,4282,2969,Within budget,ACH,1313,-0.3066324147594582,1,Normal,2026-10
TXN-1228,2026-10-20,Human Resources,Utilities,City Power,6214,4984,Within budget,Corporate Card,1230,-0.1979401351786289,1,Normal,2026-10
TXN-1229,2026-10-25,Human Resources,Training,SkillPath,3580,5962,Over budget,Corporate Card,-2382,0.6653631284916202,1,Normal,2026-10
TXN-1230,2026-10-03,Human Resources,Payroll,PayServe,5089,5015,Within budget,ACH,74,-0.014541167223423069,1,Normal,2026-10
TXN-1231,2026-11-08,Human Resources,Software,CloudSuite,7312,855,Within budget,Corporate Card,6457,-0.8830689277899344,1,Normal,2026-11
TXN-1232,2026-11-13,Human Resources,Travel,Metro Travel,8798,2477,Within budget,ACH,6321,-0.7184587406228689,1,Normal,2026-11
TXN-1233,2026-11-18,Human Resources,Office Supplies,Office Hub,9142,8576,Within budget,ACH,566,-0.06191205425508641,1,Normal,2026-11
TXN-1234,2026-11-23,Human Resources,Marketing,MarketWorks,4999,6482,Over budget,Wire,-1483,0.2966593318663733,1,Normal,2026-11
TXN-1235,2026-11-01,Human Resources,Professional Services,Advisory Partners,5164,6599,Over budget,Corporate Card,-1435,0.2778853601859024,1,Normal,2026-11
TXN-1236,2026-12-06,Human Resources,Utilities,City Power,7939,6814,Within budget,Corporate Card,1125,-0.1417055044715959,1,Normal,2026-12
TXN-1237,2026-12-11,Human Resources,Training,SkillPath,3121,7756,Over budget,Wire,-4635,1.4851009291893624,1,Normal,2026-12
TXN-1238,2026-12-16,Human Resources,Payroll,PayServe,8312,591,Within budget,Wire,7721,-0.9288979788257941,1,Normal,2026-12
TXN-1239,2026-12-21,Human Resources,Software,CloudSuite,4905,3727,Within budget,Wire,1178,-0.24016309887869522,1,Normal,2026-12
TXN-1240,2026-12-26,Human Resources,Travel,Metro Travel,1150,5485,Over budget,Corporate Card,-4335,3.7695652173913046,1,Normal,2026-12
